id,site,visit,point,length,roundness,L,a,b
A5U4,Napindan,August,5,3013.284,0.830020456,78.53501434,-4.933425975,20.44538717
A4D1,Napindan,August,4,2374.008,0.744285608,62.19478719,-21.58438553,3.681339326
A5U1,Napindan,August,5,1331.255,0.675899917,43.69122247,25.57318958,37.10534735
A3U3,Napindan,August,3,3397.898,0.624578645,28.63661181,-1.131788712,1.907043374
A5U2,Napindan,August,5,1142.332,0.353014237,33.16958901,-11.17203525,-13.42513801
A5U3,Napindan,August,5,1557.529,0.192560315,61.51667257,-19.6617318,-6.997224611
A5U5,Napindan,August,5,1281.474,0.18066014,79.19188554,-9.523625172,9.393733977
B1U2,Sampiruhan,August,1,2625.743,0.935897152,38.8162698,-16.11278685,-3.624414508
B4U6,Sampiruhan,August,4,4238.883,0.773966688,82.69489313,-1.718180356,-0.442220748
B2D3,Sampiruhan,August,2,535.218,0.765014237,44.51365748,-9.10334874,15.79273034
B3U5,Sampiruhan,August,3,2554.136,0.756199095,82.13141027,-11.76717236,16.30270662
B4D1,Sampiruhan,August,4,1001.432,0.745219263,36.40245927,-19.17679906,1.495806662
B3D2,Sampiruhan,August,3,942.153,0.730900652,54.93026239,-9.576519562,8.244814578
B3U3,Sampiruhan,August,3,2160.367,0.643273146,84.8032235,-11.19020213,19.60884471
B4D2,Sampiruhan,August,4,433.72,0.603145053,31.98841248,-14.10751158,-8.229924842
B2D2,Sampiruhan,August,2,621.275,0.531936943,34.27082957,-1.388612963,32.35809226
B4D4,Sampiruhan,August,4,3680.915,0.502971817,73.29175927,-2.035965024,3.597293489
B5U2,Sampiruhan,August,5,1057.138,0.446290255,41.24454151,-28.30102548,8.368692923
B5D1,Sampiruhan,August,5,1376.408,0.422961044,40.54450015,-15.47850943,16.11019604
B2U1,Sampiruhan,August,2,2085.014,0.421988423,79.12389224,-10.04156131,10.91074315
B3U2,Sampiruhan,August,3,1275.341,0.410660368,78.37182991,-11.05194101,18.99430634
B5D2,Sampiruhan,August,5,932.792,0.399498439,17.3752768,19.16842462,-43.04469933
B5U4,Sampiruhan,August,5,1339.435,0.397712664,42.74551472,-14.39312417,15.590206
B2D4,Sampiruhan,August,2,387.672,0.385330015,32.41285837,-7.512850147,16.7521104
B1U1,Sampiruhan,August,1,1242.564,0.380594969,41.13956942,-4.122111396,-34.3274203
B3U1,Sampiruhan,August,3,1080.844,0.366967138,87.17367329,-10.71827133,27.70220402
B1U5,Sampiruhan,August,1,801.256,0.354716442,12.2703758,-5.085832226,2.639040691
B2U3,Sampiruhan,August,2,1071.817,0.334715107,80.26853081,-10.72218112,20.62433638
B1U4,Sampiruhan,August,1,908.478,0.331870942,65.04564422,-0.226584344,40.60486337
B3U4,Sampiruhan,August,3,1613.356,0.301313807,70.57101194,-11.31725556,14.37446075
B5U1,Sampiruhan,August,5,897.358,0.29324079,38.87188285,-29.30717493,18.28810108
B4D3,Sampiruhan,August,4,874.883,0.284605699,31.88636842,-8.845036044,-13.46192037
B2U2,Sampiruhan,August,2,955.338,0.284212045,81.50035464,-13.69809435,21.23457138
B4U4,Sampiruhan,August,4,1440.07,0.25703013,65.87706707,-14.17289267,-30.21692417
B1D1,Sampiruhan,August,1,972.721,0.209834193,37.9190042,-13.55096192,-7.439532106
B2D1,Sampiruhan,August,2,732.767,0.207071391,35.11725169,2.851259496,24.85965093
B4U2,Sampiruhan,August,4,1593.215,0.205447307,39.76077768,-17.72493577,-4.094391947
B4U11,Sampiruhan,August,4,2207.887,0.198534366,39.68533506,-10.8500225,13.81400792
B4U1,Sampiruhan,August,4,1636.468,0.185675834,33.34734462,-19.0881692,-6.232455839
B3D1,Sampiruhan,August,3,590.367,0.173339416,64.63914522,-10.78620051,66.17822327
B4U5,Sampiruhan,August,4,1197.227,0.161415196,41.64145956,-11.34704588,14.11887358
B4U3,Sampiruhan,August,4,785.797,0.128927488,34.13968462,-15.77403644,-11.35083077
B2U4,Sampiruhan,August,2,1086.685,0.089471681,29.72680621,10.43696186,34.04271858
C2U30,San Isidro,August,2,4667.143,0.89325157,79.93334717,-18.57452397,24.23514551
C2U34,San Isidro,August,2,3125.194,0.844077729,83.70712781,-5.545557423,15.49772822
C3D1,San Isidro,August,3,2255.21,0.842548107,43.46798098,-2.601837537,21.63083434
C2U50,San Isidro,August,2,2905.405,0.841811075,89.36636059,-2.915562336,6.233158705
C2U37,San Isidro,August,2,2951.593,0.835229838,83.26613625,-6.161581654,17.52149583
C2U47,San Isidro,August,2,2448.183,0.835033478,56.12084344,-24.59122514,29.3860724
C2U31,San Isidro,August,2,3858.318,0.828389628,78.48468781,-43.02977765,7.21456403
C2U48,San Isidro,August,2,2610.454,0.825517109,68.50272701,-2.687326275,10.45594264
C2U41,San Isidro,August,2,3423.935,0.820695962,86.27378066,-3.023346867,11.26734404
C2U11,San Isidro,August,2,2063.252,0.813618634,38.05712966,-20.209224,10.70999635
C1U6,San Isidro,August,1,4581.23,0.802989347,71.8749487,-16.54456672,18.31973896
C2U20,San Isidro,August,2,2045.373,0.757710651,40.05011878,-23.22861835,12.23635534
C1U10,San Isidro,August,1,4795.742,0.754936943,76.45708992,-17.38049278,18.82729745
C1U9,San Isidro,August,1,4092.979,0.732115775,85.08872296,-20.42353536,13.98235761
C3U8,San Isidro,August,3,1782.247,0.722896649,40.28652728,-14.39817822,13.96698328
C1U8,San Isidro,August,1,4224.972,0.719772326,69.7743864,-17.76821942,15.85497832
C2U44,San Isidro,August,2,2618.929,0.718571126,76.76159851,-14.3959349,-7.941787112
C2U39,San Isidro,August,2,4210.227,0.71633527,88.79444217,-5.903766612,24.8717386
C1U13,San Isidro,August,1,2474.913,0.711984584,72.35489695,-21.13251869,-19.1501978
C1U11,San Isidro,August,1,4722.443,0.706256494,89.11469842,-17.73101514,15.08753476
C4U2,San Isidro,August,4,2924.496,0.696986245,37.66153085,-2.91335662,24.44792462
C2U35,San Isidro,August,2,4069.368,0.694428986,72.9826269,-7.883541169,-5.277264344
C3U6,San Isidro,August,3,2845.239,0.689308376,75.82190046,-2.687641152,7.868407188
C3U15,San Isidro,August,3,1309.817,0.682195388,47.2776952,-8.135022417,26.54445333
C1U15,San Isidro,August,1,3503.769,0.672728113,62.95134963,-2.061059012,8.576594225
C3U16,San Isidro,August,3,1840.551,0.671282119,42.30699013,-7.1331447,7.862574281
C3U11,San Isidro,August,3,1062.882,0.66853643,42.36929149,-3.703685527,18.32408357
C2U28,San Isidro,August,2,4094.795,0.655445169,89.65369293,-4.572099472,18.77924124
C1D3,San Isidro,August,1,2157.857,0.652310383,27.44867084,-3.42348469,-20.99455547
C2U6,San Isidro,August,2,885.279,0.647748852,43.98065914,-0.559738922,-41.13328613
C2U23,San Isidro,August,2,2493.728,0.629901749,64.85985724,-11.2928937,27.27497683
C2U9,San Isidro,August,2,1312.295,0.628372772,55.8859765,-18.47591432,22.03599479
C1D5,San Isidro,August,1,1774.836,0.623045494,42.85654749,-8.976292812,12.26074618
C1U5,San Isidro,August,1,2019.603,0.616382731,40.30737887,-14.81267235,-1.373156639
C1D6,San Isidro,August,1,1107.077,0.607207209,41.88825353,-5.883695922,15.8015292
C1D7,San Isidro,August,1,1680.394,0.604063508,45.08783183,-13.60717529,5.093686908
C1U3,San Isidro,August,1,1019.162,0.600423129,41.15279499,14.73900988,-56.83623832
C2U45,San Isidro,August,2,4410.917,0.587375439,79.1055727,-1.019204982,8.897289037
C2U10,San Isidro,August,2,749.884,0.5550989,40.28813795,-1.299076865,-38.0809149
C2U24,San Isidro,August,2,1344.984,0.548411564,38.89388774,-13.77240435,0.265437138
C2U12,San Isidro,August,2,1919.097,0.518295962,38.21613529,-9.616646172,11.15710902
C1D2,San Isidro,August,1,1838.735,0.50083528,44.5536819,-10.69751829,12.22216834
C3U10,San Isidro,August,3,1227.349,0.499228015,40.08735541,-13.22720979,-4.775824078
C2U8,San Isidro,August,2,1348.844,0.490437245,43.10762626,-14.22159798,42.53353813
C1U17,San Isidro,August,1,3513.621,0.487466811,84.31436602,-3.917521209,11.59635568
C2U22,San Isidro,August,2,2267.989,0.486567237,41.18493957,-8.40243373,28.7544167
C2U13,San Isidro,August,2,1068.393,0.47507188,31.34664128,-9.986411363,6.349597833
C1U16,San Isidro,August,1,4163.245,0.452977565,73.76243134,-3.945641119,9.224162898
C1U2,San Isidro,August,1,1526.646,0.451218632,36.39771029,-9.643582914,3.539829694
C2U2,San Isidro,August,2,2184.075,0.433960958,37.83597657,-12.52116644,19.68081131
C2U4,San Isidro,August,2,1448.495,0.407680678,35.44642185,-8.594582581,-8.618554494
C3U17,San Isidro,August,3,836.242,0.396946534,42.20355431,-4.694720206,20.44679416
C2U1,San Isidro,August,2,944.475,0.388851919,63.19736404,-16.08675397,25.97771042
C2U16,San Isidro,August,2,585.425,0.374987254,61.69425575,-5.486439272,18.59809746
C2U14,San Isidro,August,2,733.797,0.364106806,36.35495675,-13.57190073,-4.153072005
C4U1,San Isidro,August,4,764.225,0.351221348,37.30816242,-2.444110893,22.24214124
C2U19,San Isidro,August,2,999.836,0.347450925,36.61935444,-0.503077631,35.50690365
C1D4,San Isidro,August,1,1330.026,0.346720804,63.3631888,-9.174047522,25.83705125
C4D1,San Isidro,August,4,1342.821,0.34364766,41.35554289,-4.436497617,15.6982636
C2U21,San Isidro,August,2,1026.021,0.3432183,60.51309374,-12.17976106,25.72617044
C2U7,San Isidro,August,2,1644.396,0.323893273,63.00252477,-3.918483783,32.0400343
C3U14,San Isidro,August,3,738.057,0.323852216,40.56609164,-4.683166146,20.59951912
C2U5,San Isidro,August,2,639.828,0.323344363,61.15528843,-13.91014407,-27.44352149
C2U17,San Isidro,August,2,1833.508,0.319013952,37.08103717,-4.122060053,31.43469275
C2U15,San Isidro,August,2,820.958,0.294782347,41.64607128,-9.796674876,21.9037442
C2U3,San Isidro,August,2,1131.076,0.293423866,60.6678997,-9.336970896,-32.69805719
C1U4,San Isidro,August,1,1672.483,0.269939637,27.6433985,-5.268599353,15.9890964
C1D1,San Isidro,August,1,1841.625,0.241469067,43.11654974,-12.77067679,20.87224964
C2U18,San Isidro,August,2,2013.862,0.233927488,39.5251323,-8.300167142,26.0950829
C3U13,San Isidro,August,3,549.924,0.226555726,42.05955004,-7.006179087,14.80757484
C3U12,San Isidro,August,3,1118.988,0.207194469,62.18140484,-9.324546252,24.76500286
C3U7,San Isidro,August,3,2128.988,0.203901166,26.51235664,-7.271269901,-0.036196078
C3U18,San Isidro,August,3,954.339,0.099467044,39.29752386,-8.017793688,9.031879209
N1U5,Napindan,September,1,3601.606,0.88058045,91.42005831,-0.817354188,0.313545405
N2U8,Napindan,September,2,3133.051,0.84307358,90.61861218,-1.707567935,3.868456772
N4U5,Napindan,September,4,4523.72,0.831334625,60.21186651,-5.95707669,-20.82425968
N2U9,Napindan,September,2,2876.281,0.826333054,85.42901082,-7.639238153,0.302358968
N1U11,Napindan,September,1,1518.174,0.809428292,41.276364,-8.165432182,6.959720287
N4U9,Napindan,September,4,3540.641,0.799577213,91.44464093,-0.833011817,1.408049823
N4U10,Napindan,September,4,2624.826,0.798850261,72.89473602,-30.53068805,-9.073413836
N4U1,Napindan,September,4,4584.07,0.793758173,94.10089168,-1.48686536,1.13661959
N5U9,Napindan,September,5,3877.545,0.792366125,87.30206878,-10.09385882,-4.424317053
N5U4,Napindan,September,5,4455.668,0.778564647,92.62714284,-2.023801915,2.617787921
N3U3,Napindan,September,3,4850.287,0.755290156,93.15008434,-1.170328914,2.357745406
N1U9,Napindan,September,1,690.516,0.736344908,52.81138029,-31.58921841,8.263288894
N5U11,Napindan,September,5,456.553,0.728863225,87.95649195,-19.77717654,-4.136094592
N1U4,Napindan,September,1,3928.571,0.717827987,68.61373779,25.50521905,27.49912646
N4U4,Napindan,September,4,3820.366,0.716214369,62.14315927,-6.96428713,-25.24931716
N4U7,Napindan,September,4,4584.875,0.707191503,92.67684395,-1.858395741,3.222087031
N3U7,Napindan,September,3,698.147,0.705050597,84.66668995,-10.10717331,19.96892208
N4U3,Napindan,September,4,3701.015,0.704325218,86.20040709,-46.13946351,-1.314354596
N5U8,Napindan,September,5,2819.458,0.661078711,72.62365143,-24.37104575,-16.02167196
N5U5,Napindan,September,5,4492.297,0.652652044,57.29818867,-5.317541518,-20.15422597
N3U4,Napindan,September,3,4861.083,0.649464363,83.66214114,-0.704829217,1.020765904
N5U12,Napindan,September,5,965.374,0.623524914,86.71265433,-20.59090652,-6.015063034
N5U14,Napindan,September,5,812.571,0.581091502,63.11145253,-21.46461428,-5.762746306
N2U10,Napindan,September,2,2190.151,0.574305137,40.07852232,27.86358467,21.01339316
N2U15,Napindan,September,2,1706.574,0.562012504,85.75187745,-8.475592864,22.60756814
N2U11,Napindan,September,2,1418.734,0.560252525,77.04186123,-19.99506238,17.44328446
N1U1,Napindan,September,1,593.354,0.532804929,48.65984823,12.55117913,23.89761152
N3U8,Napindan,September,3,677.391,0.523487331,43.14453957,-10.35507864,20.38852129
N3U6,Napindan,September,3,1455.309,0.467287206,81.04915532,-7.533908722,10.52262656
N5U15,Napindan,September,5,491.863,0.460803289,65.28541402,-24.48024326,-2.552783184
N2U12,Napindan,September,2,1281.213,0.400802103,60.04444554,-20.9189917,-24.70057673
N2U6,Napindan,September,2,3501.982,0.398805155,69.1925297,-2.257852063,4.202673997
N2U17,Napindan,September,2,1862.373,0.389692158,39.18922767,-7.943860198,26.80884519
N2U14,Napindan,September,2,1658.525,0.38428281,61.85673864,-11.8590196,35.610962
N5D1,Napindan,September,5,1397.979,0.354953976,66.68936937,-3.157141107,1.03179308
N2U13,Napindan,September,2,1356.643,0.32162533,58.65281389,-20.36386989,-23.99725465
N5D2,Napindan,September,5,719.471,0.286447307,65.02918758,-15.48736394,42.05537097
N3U9,Napindan,September,3,1391.189,0.256295962,63.85660827,-10.75485071,28.65183727
N5U13,Napindan,September,5,1055.328,0.231693331,88.96334299,-18.07305686,-4.193259672
N3U10,Napindan,September,3,1909.645,0.227397223,61.25761824,-10.61033601,30.0580385
N1U10,Napindan,September,1,1803.089,0.204715413,66.75641131,-16.16054747,-37.22305057
N1U8,Napindan,September,1,1516.619,0.114438921,32.19510575,4.948833116,27.01062033
N2U16,Napindan,September,2,1883.901,0.11342684,40.1954753,-7.264539996,30.83031749
N4U14,Napindan,September,4,1773.414,0.074089608,78.08704125,-8.505979917,15.94361144
S2U22,Sampiruhan,September,2,3699.653,0.880625536,51.765164,4.271350771,1.504242186
S1U22,Sampiruhan,September,1,3988.623,0.877567685,87.91520717,-1.03926597,3.056145278
S4U341,Sampiruhan,September,4,1392.248,0.876741737,38.97412852,-10.38212194,15.26626617
S4U175,Sampiruhan,September,4,1943.714,0.874501779,63.7940914,-9.421119041,32.38393167
S4U72,Sampiruhan,September,4,3972.182,0.874347853,59.45574569,-6.891043865,15.96162646
S1U15,Sampiruhan,September,1,4701.245,0.871275835,92.65155867,-1.84923188,2.130073102
S1U46,Sampiruhan,September,1,2594.878,0.857596915,61.63792058,-8.114156063,23.4939464
S5U294,Sampiruhan,September,5,4044.016,0.848745438,72.39043638,1.012830027,0.650783272
S5U104,Sampiruhan,September,5,2425.011,0.838149558,42.52534599,-5.589048264,26.64341597
S4U350,Sampiruhan,September,4,1174.889,0.836617413,44.5740597,-9.534095277,24.64356382
S4U238,Sampiruhan,September,4,1236.914,0.835960133,43.01208103,-6.872531286,21.4786017
S4U330,Sampiruhan,September,4,1247.211,0.835717918,39.83594116,-8.614065022,23.03828771
S5U111,Sampiruhan,September,5,873.509,0.829140007,61.42268172,-7.304007085,23.77460709
S5U30,Sampiruhan,September,5,2426.244,0.827553851,76.57139216,-6.074367046,7.257239468
S4U369,Sampiruhan,September,4,1666.045,0.822282916,40.86682571,-7.932002175,28.92279662
S5U237,Sampiruhan,September,5,1587.785,0.820032285,36.23854499,-19.93238778,-0.644186111
S2U41,Sampiruhan,September,2,2192.444,0.819688484,58.36773384,-14.40290761,-3.604886465
S4U39,Sampiruhan,September,4,2981.941,0.819093166,75.77057016,-7.799559403,3.30167648
S5U290,Sampiruhan,September,5,1674.566,0.814156009,49.73156205,15.50283605,1.686962383
S4U290,Sampiruhan,September,4,1861.873,0.811511726,40.44648203,-11.54558163,17.86908464
S5U71,Sampiruhan,September,5,1863.105,0.807421422,68.78042104,-5.055604198,11.36756042
S4U179,Sampiruhan,September,4,934.356,0.804997135,84.1352745,-12.05427258,31.27575878
S5U29,Sampiruhan,September,5,4292.537,0.804001342,89.44959922,-4.287866288,6.859453949
S4U379,Sampiruhan,September,4,1643.174,0.801822163,37.90549719,-7.786854076,21.68623071
S4U220,Sampiruhan,September,4,1610.76,0.799378294,54.30670251,-21.63492756,6.526070711
S4D1,Sampiruhan,September,4,3976.388,0.799111985,86.42768393,7.922340033,22.91270557
S4U75,Sampiruhan,September,4,2356.181,0.798359647,77.96447161,-4.627180337,7.693542833
S4U196,Sampiruhan,September,4,1010.455,0.798356095,62.30670594,-7.712562106,37.37004872
S5U247,Sampiruhan,September,5,1548.349,0.797089545,56.34331035,-3.867959041,23.0412206
S5U49,Sampiruhan,September,5,3859.666,0.79567256,87.10217132,-4.991812574,3.374305535
S2U36,Sampiruhan,September,2,2502.012,0.795043031,59.85248179,-16.53954776,-4.868888977
S1U17,Sampiruhan,September,1,3696.695,0.792222964,82.63955924,-30.26850094,-18.21398418
S4U107,Sampiruhan,September,4,1945.761,0.783178678,59.92009187,-8.744845907,19.40747673
S4U258,Sampiruhan,September,4,511.501,0.780678038,64.91755648,-19.45377943,30.91150021
S4U161,Sampiruhan,September,4,664.821,0.779931948,62.63822665,-14.71237746,22.48787066
S4U157,Sampiruhan,September,4,4031.1,0.77947807,71.71135326,8.15979056,13.69126702
S4U352,Sampiruhan,September,4,471.299,0.778013952,31.22144919,2.204300558,37.25810013
S4U201,Sampiruhan,September,4,1933.273,0.774632119,47.60458078,16.5706714,44.92954341
S4U225,Sampiruhan,September,4,1517.551,0.771996555,59.09334433,-5.133825845,45.00908007
S4U319,Sampiruhan,September,4,444.674,0.76966014,37.78765577,-25.46223529,17.50847032
S1U37,Sampiruhan,September,1,1048.408,0.769228634,60.46239609,-8.825451648,30.13755548
S4U94,Sampiruhan,September,4,619.752,0.768562853,83.20644574,-22.43529894,8.542372761
S5U57,Sampiruhan,September,5,627.036,0.768348313,39.45602882,-15.62758943,2.927482856
S4U230,Sampiruhan,September,4,442.336,0.765851919,65.51133558,-16.15716248,31.25871405
S4U381,Sampiruhan,September,4,1558.801,0.765762843,36.53572019,-8.501828707,22.80521119
S5U271,Sampiruhan,September,5,650.495,0.763433204,39.69756839,-27.67819312,6.158785505
S4U297,Sampiruhan,September,4,2665.307,0.761995025,35.35699735,1.317828776,39.51138848
S5U98,Sampiruhan,September,5,1508.027,0.761608251,43.71339806,-7.01918961,16.51700592
S1U32,Sampiruhan,September,1,980.217,0.761448913,45.6220009,-15.81549657,-20.1458604
S4U156,Sampiruhan,September,4,2328.973,0.760306579,42.2913011,-9.809784928,12.04524897
S4U237,Sampiruhan,September,4,1378.263,0.758937779,42.38687263,-7.173914211,12.24024842
S5U9,Sampiruhan,September,5,788.539,0.758729938,56.48096077,-25.93359413,-16.47088502
S4U333,Sampiruhan,September,4,343.96,0.757482158,39.15141969,-4.448234238,35.80086541
S4U168,Sampiruhan,September,4,1118.628,0.755430651,83.61396046,-8.693644667,24.86544082
S5U51,Sampiruhan,September,5,4745.412,0.753102781,85.18500341,-3.997588386,3.760454236
S4U177,Sampiruhan,September,4,1507.283,0.752344908,63.36872205,-4.242063697,35.71142135
S4U183,Sampiruhan,September,4,2108.445,0.749646255,75.11520574,6.261207282,4.255337519
S5U295,Sampiruhan,September,5,2749.905,0.746505516,83.92263722,0.155907441,4.118671491
S4U48,Sampiruhan,September,4,3760.15,0.741783834,91.9690149,-7.307344772,5.759492942
S4U287,Sampiruhan,September,4,1976.694,0.739880286,38.52699323,-8.946107241,22.47248253
S5U17,Sampiruhan,September,5,4000.312,0.73921526,75.69586193,-31.89330973,-16.92075948
S5U116,Sampiruhan,September,5,1257.614,0.737999031,39.7491783,-7.037776368,24.71056639
S5U170,Sampiruhan,September,5,2361.45,0.732790575,69.33302141,-9.074174938,5.396737373
S5U60,Sampiruhan,September,5,1439.311,0.732722632,42.57421492,-6.411303842,14.3378133
S4U111,Sampiruhan,September,4,957.056,0.732463328,68.93686152,-8.388384182,37.06441677
S5U85,Sampiruhan,September,5,1487.184,0.732033478,41.33283609,-5.337964984,25.67521069
S4U219,Sampiruhan,September,4,1353.849,0.730230224,68.85387745,-12.13299357,30.50315587
S1U38,Sampiruhan,September,1,778.132,0.729479286,63.45024182,-5.271103193,29.89199589
S5U37,Sampiruhan,September,5,4053.89,0.727058049,81.20606263,-3.267465698,10.83999143
S1U34,Sampiruhan,September,1,2097.282,0.7266642,84.695309,-7.408327144,12.61288597
S5U92,Sampiruhan,September,5,2142.417,0.725988027,40.39134753,-7.956029016,24.36614309
S4U282,Sampiruhan,September,4,691.849,0.724833368,45.17544323,-10.92440053,28.75691787
S5U292,Sampiruhan,September,5,2034.506,0.720432363,62.6750162,-25.00239872,-14.43238359
S4U242,Sampiruhan,September,4,740.178,0.719964841,58.42076287,-6.085532214,37.17155886
S4U100,Sampiruhan,September,4,555.379,0.717752224,84.92276578,-8.067446355,56.22970429
S4U249,Sampiruhan,September,4,1360.538,0.717364028,37.65297007,-17.81582269,12.64566839
S4U216,Sampiruhan,September,4,634.438,0.716890287,67.46246745,-11.8241475,32.9134652
S4U224,Sampiruhan,September,4,575.207,0.715500907,43.03964818,-15.95917501,26.41835734
S1U36,Sampiruhan,September,1,1781.402,0.714939362,42.00592203,-9.058462093,11.04849139
S4U10,Sampiruhan,September,4,4637.465,0.713704401,87.36941391,4.682029959,17.81880547
S4U209,Sampiruhan,September,4,1691.587,0.711484168,82.60371345,-11.07670603,15.39129286
S4U76,Sampiruhan,September,4,1999.801,0.710765096,86.55193233,-13.33423852,21.5210875
S5U239,Sampiruhan,September,5,742.682,0.708864484,62.73991047,-4.699542,25.65605777
S5U261,Sampiruhan,September,5,996.347,0.705489579,58.72463227,-5.749183575,26.79724199
S4U402,Sampiruhan,September,4,1996.901,0.705274286,80.16047321,-40.52879985,2.694020609
S5U265,Sampiruhan,September,5,1333.329,0.704773243,60.22742415,-7.707687675,25.45761442
S5U272,Sampiruhan,September,5,1264.621,0.703919207,80.43124491,-5.894610684,16.67200906
S2U3,Sampiruhan,September,2,3145.223,0.703699563,85.70505487,0.914656068,-2.347787569
