MP identifier,Coordinates [pixels],Coordinates [µm],,,Polymer group,Number of pixels [-],Area on map [µm²],Major dimension [µm],Minor dimension [µm],Volume [µm³],Mass [ng],Sampling_Site,Sample_replicate,Sampling_Period
MP_40,[1076,143],[5918,787],pp,103,3115.8,86.5,45.9,57147.039,54.28969,Opukasjärvi 2 (S21),2,July2023
MP_41,[663,771],[3647,4241],pp,19,574.8,33.5,21.8,5015.398,4.76463,Opukasjärvi 2 (S21),2,July2023
MP_1,[1000,1512],[5500,8316],pet,104,3146,110.2,36.3,45724.16,63.09934,Opukasjärvi 2 (S21),3,July2023
MP_2,[1349,2090],[7420,11495],pet,57,1724.3,104.9,20.9,14436.9,19.92292,Opukasjärvi 2 (S21),3,July2023
MP_3,[292,1233],[1606,6782],pe,4754,143808.5,584.3,313.4,18025364,17124.096,Opukasjärvi 2 (S21),3,July2023
MP_4,[748,660],[4114,3630],pe,99,2994.8,108.7,35.1,42002.711,39.90257,Opukasjärvi 2 (S21),3,July2023
MP_5,[847,1562],[4659,8591],pe,1056,31944,263.5,154.3,1972161.75,1873.55363,Opukasjärvi 2 (S21),3,July2023
MP_6,[931,592],[5121,3256],pe,312,9438,299.8,40.1,151301.719,143.73663,Opukasjärvi 2 (S21),3,July2023
MP_7,[949,2132],[5220,11726],pe,249,7532.3,123.8,77.5,233475.438,221.80166,Opukasjärvi 2 (S21),3,July2023
MP_8,[980,1263],[5390,6947],pe,251,7592.8,135,71.6,217470.875,206.59733,Opukasjärvi 2 (S21),3,July2023
MP_9,[1035,1859],[5693,10225],pe,256,7744,123.3,79.9,247643.906,235.2617,Opukasjärvi 2 (S21),3,July2023
MP_10,[1072,1112],[5896,6116],pe,38,1149.5,50.3,29.1,13366.059,12.69776,Opukasjärvi 2 (S21),3,July2023
MP_11,[1420,748],[7810,4114],pe,81,2450.3,97,32.2,31537.814,29.96092,Opukasjärvi 2 (S21),3,July2023
MP_12,[1753,826],[9642,4543],pe,94,2843.5,107.4,33.7,38355.906,36.43811,Opukasjärvi 2 (S21),3,July2023
MP_13,[1821,893],[10016,4912],pe,527,15941.8,193.9,104.7,667358.5,633.99056,Opukasjärvi 2 (S21),3,July2023
MP_14,[1813,1165],[9972,6408],pe,140,4235,88.4,61,103369.977,98.20148,Opukasjärvi 2 (S21),3,July2023
MP_15,[1913,1238],[10522,6809],pe,451,13642.8,249,69.8,380707.625,361.67225,Opukasjärvi 2 (S21),3,July2023
MP_16,[359,1732],[1975,9526],pe,206,6231.5,136.2,58.2,145182.703,137.92356,Opukasjärvi 2 (S21),3,July2023
MP_17,[1695,933],[9323,5132],ps,285,8621.3,163.6,67.1,231324.609,240.57758,Opukasjärvi 2 (S21),3,July2023
MP_18,[659,1925],[3625,10588],pp,499,15094.8,211.6,90.8,548475.625,521.05184,Opukasjärvi 2 (S21),3,July2023
MP_19,[1309,361],[7200,1986],pp,74,2238.5,116.1,24.5,21977.611,20.87873,Opukasjärvi 2 (S21),3,July2023
MP_20,[392,926],[2156,5093],pp,106,3206.5,79.7,51.2,65703.203,62.41804,Opukasjärvi 2 (S21),3,July2023
MP_21,[693,1383],[3812,7607],pp,70,2117.5,91.7,29.4,24910.154,23.66465,Opukasjärvi 2 (S21),3,July2023
MP_22,[1024,283],[5632,1557],pp,161,4870.3,107.4,57.8,112524.234,106.89802,Opukasjärvi 2 (S21),3,July2023
MP_23,[1294,365],[7117,2008],pp,55,1663.8,69,30.7,20418.707,19.39777,Opukasjärvi 2 (S21),3,July2023
MP_24,[1374,1404],[7557,7722],pp,450,13612.5,227.8,76.1,414359.063,393.64109,Opukasjärvi 2 (S21),3,July2023
MP_25,[1945,656],[10698,3608],pp,24,726,65,14.2,4130.343,3.92383,Opukasjärvi 2 (S21),3,July2023
MP_26,[2031,930],[11171,5115],pp,122,3690.5,95.1,49.4,72906.664,69.26133,Opukasjärvi 2 (S21),3,July2023
MP_27,[322,459],[1771,2525],pp,165,4991.3,105.9,60,119796.539,113.80671,Opukasjärvi 2 (S21),3,July2023
MP_28,[665,361],[3658,1986],pp,150,4537.5,134.9,42.8,77723.414,73.83724,Opukasjärvi 2 (S21),3,July2023
MP_29,[1027,819],[5649,4505],pp,29,877.3,72,15.5,5441.489,5.16941,Opukasjärvi 2 (S21),3,July2023
MP_30,[1266,646],[6963,3553],pp,93,2813.3,121.1,29.6,33295.512,31.63074,Opukasjärvi 2 (S21),3,July2023
MP_31,[2248,1128],[12364,6204],pp,54,1633.5,66,31.5,20592.965,19.56332,Opukasjärvi 2 (S21),3,July2023
MP_1,[160,875],[880,4813],pet,13,393.3,28.2,17.8,2795.192,3.85736,Opukasjärvi 1 (S22),1,July2023
MP_2,[374,1147],[2057,6309],pe,255,7713.8,194.1,50.6,156120.344,148.31433,Opukasjärvi 1 (S22),1,July2023
MP_3,[392,1148],[2156,6314],pe,82,2480.5,91.2,34.6,34346.566,32.62924,Opukasjärvi 1 (S22),1,July2023
MP_4,[514,1463],[2827,8047],pe,110,3327.5,90.6,46.7,62212.504,59.10188,Opukasjärvi 1 (S22),1,July2023
MP_5,[539,1971],[2965,10841],pe,92,2783,78.4,45.2,50338.602,47.82167,Opukasjärvi 1 (S22),1,July2023
MP_6,[920,1393],[5060,7662],pe,164,4961,113.9,55.4,110027.594,104.52621,Opukasjärvi 1 (S22),1,July2023
MP_7,[957,689],[5264,3790],pe,116,3509,91.1,49,68829.086,65.38763,Opukasjärvi 1 (S22),1,July2023
MP_8,[1093,1138],[6012,6259],pe,292,8833,151.9,74.1,261655.359,248.57259,Opukasjärvi 1 (S22),1,July2023
MP_9,[1118,978],[6149,5379],pe,76,2299,85.8,34.1,31389.549,29.82007,Opukasjärvi 1 (S22),1,July2023
MP_10,[1239,1095],[6815,6023],pe,66,1996.5,76,33.4,26698.994,25.36404,Opukasjärvi 1 (S22),1,July2023
MP_11,[1270,889],[6985,4890],pe,197,5959.3,110.5,68.6,163640.328,155.45831,Opukasjärvi 1 (S22),1,July2023
MP_12,[1354,1444],[7447,7942],pe,92,2783,76,46.6,51877.934,49.28404,Opukasjärvi 1 (S22),1,July2023
MP_13,[1407,1463],[7739,8047],pe,153,4628.3,112.3,52.5,97124.172,92.26796,Opukasjärvi 1 (S22),1,July2023
MP_14,[1652,340],[9086,1870],pe,199,6019.8,116.2,66,158847.688,150.9053,Opukasjärvi 1 (S22),1,July2023
MP_15,[1726,722],[9493,3971],pe,63,1905.8,78.4,31,23605.143,22.42488,Opukasjärvi 1 (S22),1,July2023
MP_16,[1839,1603],[10115,8817],pe,577,17454.3,175.3,126.8,885184.688,840.92544,Opukasjärvi 1 (S22),1,July2023
MP_17,[2006,841],[11033,4626],pe,376,11374,239,60.6,275670,261.8865,Opukasjärvi 1 (S22),1,July2023
MP_18,[2056,1269],[11308,6980],pe,344,10406,247.2,53.6,223139.672,211.98269,Opukasjärvi 1 (S22),1,July2023
MP_19,[402,458],[2211,2519],ps,44,1331,46.5,36.5,19418.363,20.1951,Opukasjärvi 1 (S22),1,July2023
MP_20,[298,889],[1639,4890],ps,190,5747.5,128.7,56.9,130702.305,135.93039,Opukasjärvi 1 (S22),1,July2023
MP_21,[1540,1058],[8470,5819],ps,37,1119.3,52.5,27.1,12154.586,12.64077,Opukasjärvi 1 (S22),1,July2023
MP_22,[1580,1274],[8690,7007],ps,89,2692.3,68.2,50.3,54119.664,56.28445,Opukasjärvi 1 (S22),1,July2023
MP_23,[1872,396],[10296,2178],ps,102,3085.5,69.8,56.3,69467.563,72.24627,Opukasjärvi 1 (S22),1,July2023
MP_24,[485,1529],[2668,8410],abs,180,5445,156.7,44.2,96355.094,103.09995,Opukasjärvi 1 (S22),1,July2023
MP_25,[1331,125],[7321,688],abs,1457,44074.3,374.1,150,2644418.25,2829.52775,Opukasjärvi 1 (S22),1,July2023
MP_26,[1991,1839],[10951,10115],abs,499,15094.8,207.5,92.6,559236.875,598.3835,Opukasjärvi 1 (S22),1,July2023
MP_27,[506,488],[2783,2684],pp,2299,69544.8,450.6,196.5,5467038.5,5193.6865,Opukasjärvi 1 (S22),1,July2023
MP_28,[645,1743],[3548,9587],pp,231,6987.8,154.1,57.7,161379.563,153.31058,Opukasjärvi 1 (S22),1,July2023
MP_29,[674,659],[3707,3625],pp,165,4991.3,154.1,41.2,82336.508,78.21968,Opukasjärvi 1 (S22),1,July2023
MP_30,[2087,778],[11479,4279],pp,736,22264,298.9,94.9,844711.813,802.47619,Opukasjärvi 1 (S22),1,July2023
MP_31,[507,740],[2789,4070],pp,4,121,16.5,9.3,451.915,0.42932,Opukasjärvi 1 (S22),1,July2023
MP_32,[601,450],[3306,2475],pp,40,1210,67.6,22.8,11030.35,10.47883,Opukasjärvi 1 (S22),1,July2023
MP_33,[614,447],[3377,2459],pp,10,302.5,22.9,16.8,2035.763,1.93397,Opukasjärvi 1 (S22),1,July2023
MP_34,[767,1094],[4219,6017],pp,104,3146,106.4,37.7,47380.512,45.01148,Opukasjärvi 1 (S22),1,July2023
MP_35,[1008,1405],[5544,7728],pp,150,4537.5,160.9,35.9,65170.566,61.91204,Opukasjärvi 1 (S22),1,July2023
MP_36,[1181,461],[6496,2536],pp,301,9105.3,189.8,61.1,222502.688,211.37755,Opukasjärvi 1 (S22),1,July2023
MP_37,[1348,1890],[7414,10395],pp,1416,42834,501.1,108.8,1864875.75,1771.632,Opukasjärvi 1 (S22),1,July2023
MP_38,[1997,1704],[10984,9372],pp,471,14247.8,244.2,74.3,423445.844,402.27353,Opukasjärvi 1 (S22),1,July2023
MP_39,[952,834],[5236,4587],pp,262,7925.5,168.8,59.8,189552.5,180.07488,Opukasjärvi 1 (S22),1,July2023
MP_40,[1017,2214],[5594,12177],pp,60,1815,64.9,35.6,25865.346,24.57208,Opukasjärvi 1 (S22),1,July2023
MP_41,[1122,508],[6171,2794],pp,28,847,39.6,27.2,9221.916,8.76082,Opukasjärvi 1 (S22),1,July2023
MP_42,[1832,1054],[10076,5797],pp,311,9407.8,147.7,81.1,305191.688,289.93209,Opukasjärvi 1 (S22),1,July2023
MP_43,[1863,1732],[10247,9526],pp,490,14822.5,426.2,44.3,262550.875,249.42333,Opukasjärvi 1 (S22),1,July2023
MP_44,[2020,1506],[11110,8283],pp,12,363,28.2,16.4,2381.702,2.26262,Opukasjärvi 1 (S22),1,July2023
MP_45,[602,1654],[3311,9097],pp,20,605,36.6,21,5091.54,4.83696,Opukasjärvi 1 (S22),1,July2023
MP_1,[876,473],[4818,2602],pa,14,423.5,33.5,16.1,2723.042,3.10427,Opukasjärvi 1 (S22),2,July2023
MP_2,[394,1247],[2167,6859],pet,79,2389.8,119.6,25.4,24315.973,33.55604,Opukasjärvi 1 (S22),2,July2023
MP_3,[1316,1350],[7238,7425],pet,12,363,22.9,20.2,2931.498,4.04547,Opukasjärvi 1 (S22),2,July2023
MP_4,[2015,1517],[11083,8344],pet,32,968,68.3,18,6985.498,9.63999,Opukasjärvi 1 (S22),2,July2023
MP_5,[264,1797],[1452,9884],pe,49,1482.3,50.9,37.1,22003.236,20.90307,Opukasjärvi 1 (S22),2,July2023
MP_6,[318,1908],[1749,10494],pe,19,574.8,38.5,19,4369.858,4.15137,Opukasjärvi 1 (S22),2,July2023
MP_7,[489,1551],[2690,8531],pe,140,4235,178.8,30.2,51075.023,48.52127,Opukasjärvi 1 (S22),2,July2023
MP_8,[518,1665],[2849,9158],pe,3061,92595.3,689.3,171,6335326.5,6018.56,Opukasjärvi 1 (S22),2,July2023
MP_9,[543,892],[2987,4906],pe,96,2904,130.1,28.4,33021.082,31.37003,Opukasjärvi 1 (S22),2,July2023
MP_10,[545,909],[2998,5000],pe,83,2510.8,104,30.7,30859.027,29.31608,Opukasjärvi 1 (S22),2,July2023
MP_11,[729,1700],[4010,9350],pe,1270,38417.5,437.5,111.8,1718160.5,1632.2525,Opukasjärvi 1 (S22),2,July2023
MP_12,[948,563],[5214,3097],pe,345,10436.3,139.6,95.2,397435.656,377.56388,Opukasjärvi 1 (S22),2,July2023
MP_13,[1493,2024],[8212,11132],pe,397,12009.3,316.4,48.3,232177.438,220.56856,Opukasjärvi 1 (S22),2,July2023
MP_14,[1571,1495],[8641,8223],pe,110,3327.5,76.2,55.6,73987.414,70.28804,Opukasjärvi 1 (S22),2,July2023
MP_15,[2019,1443],[11105,7937],pe,348,10527,164.3,81.6,343495.344,326.32056,Opukasjärvi 1 (S22),2,July2023
MP_16,[782,1973],[4301,10852],pe,207,6261.8,142.8,55.8,139826.766,132.83542,Opukasjärvi 1 (S22),2,July2023
MP_17,[1074,59],[5907,325],ps,177,5354.3,117.3,58.1,124505.383,129.48559,Opukasjärvi 1 (S22),2,July2023
MP_18,[1966,1488],[10813,8184],ps,167,5051.8,121.6,52.9,106922.391,111.19928,Opukasjärvi 1 (S22),2,July2023
MP_19,[391,1879],[2151,10335],abs,131,3962.8,100.2,50.4,79837.922,85.42658,Opukasjärvi 1 (S22),2,July2023
MP_20,[732,2279],[4026,12535],abs,432,13068,196.6,84.6,442433.969,473.40438,Opukasjärvi 1 (S22),2,July2023
MP_21,[364,582],[2002,3201],pp,74,2238.5,102.3,27.9,24956.982,23.70913,Opukasjärvi 1 (S22),2,July2023
MP_22,[636,858],[3498,4719],pp,37,1119.3,50.3,28.3,12671.84,12.03825,Opukasjärvi 1 (S22),2,July2023
MP_23,[355,560],[1953,3080],pp,237,7169.3,131.8,69.2,198569.281,188.64081,Opukasjärvi 1 (S22),2,July2023
MP_24,[384,1184],[2112,6512],pp,177,5354.3,123.2,55.3,118507.133,112.58177,Opukasjärvi 1 (S22),2,July2023
MP_25,[1238,387],[6809,2129],pp,578,17484.5,240.7,92.5,646805.063,614.46481,Opukasjärvi 1 (S22),2,July2023
MP_26,[1366,403],[7513,2217],pp,122,3690.5,92.8,50.6,74745.063,71.0078,Opukasjärvi 1 (S22),2,July2023
MP_27,[1587,396],[8729,2178],pp,83,2510.8,105.6,30.3,30414.4,28.89368,Opukasjärvi 1 (S22),2,July2023
MP_28,[1705,474],[9378,2607],pp,28,847,44.2,24.4,8267.221,7.85386,Opukasjärvi 1 (S22),2,July2023
MP_29,[1834,478],[10087,2629],pp,261,7895.3,166.2,60.5,191020.969,181.46992,Opukasjärvi 1 (S22),2,July2023
MP_30,[2011,1299],[11061,7145],pp,315,9528.8,124.5,97.4,371386.875,352.81753,Opukasjärvi 1 (S22),2,July2023
MP_31,[1356,1737],[7458,9554],pp,51,1542.8,57.5,34.1,21069.293,20.01583,Opukasjärvi 1 (S22),2,July2023
MP_32,[1975,492],[10863,2706],pp,278,8409.5,120.9,88.6,298009.656,283.10916,Opukasjärvi 1 (S22),2,July2023
MP_1,[241,1633],[1326,8982],pe,1619,48974.8,337.3,184.9,3621324.25,3440.258,Opukasjärvi 1 (S22),3,July2023
MP_2,[238,1573],[1309,8652],pe,273,8258.3,205.1,51.3,169307.531,160.84216,Opukasjärvi 1 (S22),3,July2023
MP_3,[456,1292],[2508,7106],pe,433,13098.3,282,59.1,309885.656,294.39138,Opukasjärvi 1 (S22),3,July2023
MP_4,[446,1095],[2453,6023],pe,44,1331,60.1,28.2,15016.366,14.26555,Opukasjärvi 1 (S22),3,July2023
MP_5,[1499,1002],[8245,5511],pe,78,2359.5,112.9,26.6,25108.619,23.85319,Opukasjärvi 1 (S22),3,July2023
MP_6,[1500,989],[8250,5440],pe,66,1996.5,83.3,30.5,24375.803,23.15701,Opukasjärvi 1 (S22),3,July2023
MP_7,[835,368],[4593,2024],ps,98,2964.5,104.9,36,42675.285,44.3823,Opukasjärvi 1 (S22),3,July2023
MP_8,[558,1358],[3069,7469],pp,2482,75080.5,653.5,146.3,4392859.5,4173.2165,Opukasjärvi 1 (S22),3,July2023
MP_9,[663,1909],[3647,10500],pp,78,2359.5,67.6,44.4,41942.902,39.84576,Opukasjärvi 1 (S22),3,July2023
MP_10,[804,917],[4422,5044],pp,201,6080.3,130.4,59.4,144419.531,137.19855,Opukasjärvi 1 (S22),3,July2023
MP_11,[1442,1954],[7931,10747],pp,1330,40232.5,299.3,171.2,2754710.75,2616.97525,Opukasjärvi 1 (S22),3,July2023
MP_12,[1624,1847],[8932,10159],pp,228,6897,133.5,65.8,181470.266,172.39675,Opukasjärvi 1 (S22),3,July2023
MP_13,[467,1952],[2569,10736],pan,132,3993,291.9,17.4,27820.207,32.82784,Opukasjärvi 1 (S22),3,July2023
MP_1,[927,353],[5099,1942],pet,54,1633.5,87.3,23.8,15573.146,21.49094,Kolttaköngäs (S23),1,July2023
MP_2,[1770,1710],[9735,9405],abs,179,5414.8,147.6,46.7,101158.984,108.24012,Kolttaköngäs (S23),1,July2023
MP_3,[430,1623],[2365,8927],pp,120,3630,84.7,54.6,79238.977,75.27702,Kolttaköngäs (S23),1,July2023
MP_4,[480,1780],[2640,9790],pp,446,13491.5,180.5,95.2,513622.906,487.94175,Kolttaköngäs (S23),1,July2023
MP_5,[1055,990],[5803,5445],pp,241,7290.3,144.2,64.4,187710.266,178.32475,Kolttaköngäs (S23),1,July2023
MP_6,[1160,1198],[6380,6589],pp,158,4779.5,123.5,49.3,94233.797,89.52211,Kolttaköngäs (S23),1,July2023
MP_7,[1440,1068],[7920,5874],pp,388,11737,139.5,107.2,503087.875,477.93347,Kolttaköngäs (S23),1,July2023
MP_8,[749,1441],[4120,7926],pp,76,2299,68.2,42.9,39464.105,37.4909,Kolttaköngäs (S23),1,July2023
MP_9,[1590,1464],[8745,8052],pp,80,2420,72.6,42.4,41062.805,39.00966,Kolttaköngäs (S23),1,July2023
MP_10,[1857,628],[10214,3454],pp,517,15639.3,207.3,96,600850.188,570.80769,Kolttaköngäs (S23),1,July2023
MP_11,[765,804],[4208,4422],pp,193,5838.3,107.4,69.2,161694.438,153.60972,Kolttaköngäs (S23),1,July2023
MP_12,[1348,546],[7414,3003],pp,48,1452,51.7,35.8,20779.682,19.7407,Kolttaköngäs (S23),1,July2023
MP_1,[457,1630],[2514,8965],pe,58,1754.5,84.5,26.4,18545.559,17.61828,Kolttaköngäs (S23),2,July2023
MP_2,[1894,1741],[10417,9576],pe,827,25016.8,341.5,93.3,933360.688,886.69263,Kolttaköngäs (S23),2,July2023
MP_3,[2277,1359],[12524,7475],pe,47,1421.8,84.2,21.5,12219.598,11.60862,Kolttaköngäs (S23),2,July2023
MP_4,[1391,1989],[7651,10940],ps,201,6080.3,174.7,44.3,107780.766,112.09199,Kolttaköngäs (S23),2,July2023
MP_5,[1984,1802],[10912,9911],ps,135,4083.8,133.5,39,63638.328,66.18386,Kolttaköngäs (S23),2,July2023
MP_6,[452,1340],[2486,7370],abs,682,20630.5,197.5,133,1097291.5,1174.102,Kolttaköngäs (S23),2,July2023
MP_7,[828,1333],[4554,7332],abs,56,1694,60.8,35.5,24047.885,25.73124,Kolttaköngäs (S23),2,July2023
MP_8,[1043,2079],[5737,11435],abs,312,9438,128.3,93.6,353517.688,378.26394,Kolttaköngäs (S23),2,July2023
MP_9,[1454,796],[7997,4378],abs,96,2904,79.8,46.3,53822.641,57.59023,Kolttaköngäs (S23),2,July2023
MP_10,[1784,1194],[9812,6567],abs,263,7955.8,145.4,69.7,221664.266,237.18078,Kolttaköngäs (S23),2,July2023
MP_11,[1014,1987],[5577,10929],abs,1214,36723.5,309.8,150.9,2216836.5,2372.01525,Kolttaköngäs (S23),2,July2023
MP_12,[1144,1957],[6292,10764],abs,53,1603.3,55.5,36.8,23608.434,25.26103,Kolttaköngäs (S23),2,July2023
MP_13,[774,683],[4257,3757],pp,374,11313.5,181.8,79.2,358611.25,340.68069,Kolttaköngäs (S23),2,July2023
MP_14,[882,1608],[4851,8844],pp,113,3418.3,105.2,41.4,56561.93,53.73383,Kolttaköngäs (S23),2,July2023
MP_15,[1357,1117],[7464,6144],pp,93,2813.3,91.7,39.1,43968.969,41.77052,Kolttaköngäs (S23),2,July2023
MP_16,[448,1625],[2464,8938],pp,85,2571.3,75.7,43.2,44468.656,42.24522,Kolttaköngäs (S23),2,July2023
MP_17,[568,938],[3124,5159],pp,53,1603.3,80.6,25.3,16242.061,15.42996,Kolttaköngäs (S23),2,July2023
MP_18,[1029,909],[5660,5000],pp,58,1754.5,58.9,37.9,26597.531,25.26765,Kolttaköngäs (S23),2,July2023
MP_19,[1233,1107],[6782,6089],pp,89,2692.3,83,41.3,44481.621,42.25754,Kolttaköngäs (S23),2,July2023
MP_20,[1465,2137],[8058,11754],pp,234,7078.5,130.7,69,195277.453,185.51358,Kolttaköngäs (S23),2,July2023
MP_21,[2286,1359],[12573,7475],pp,334,10103.5,147.3,87.4,353018.969,335.36803,Kolttaköngäs (S23),2,July2023
MP_22,[980,1915],[5390,10533],pp,225,6806.3,207.7,41.7,113591.109,107.91155,Kolttaköngäs (S23),2,July2023
MP_1,[99,3],[545,17],pe,92,2783,104.1,34,37895.984,36.00118,Kolttaköngäs (S23),3,July2023
MP_2,[106,1509],[583,8300],pe,108,3267,116.5,35.7,46660.316,44.3273,Kolttaköngäs (S23),3,July2023
MP_3,[313,585],[1722,3218],pe,303,9165.8,165.7,70.4,258250.422,245.33789,Kolttaköngäs (S23),3,July2023
MP_4,[469,1759],[2580,9675],pe,876,26499,318.7,105.9,1122073.625,1065.96988,Kolttaköngäs (S23),3,July2023
MP_5,[491,1774],[2701,9757],pe,246,7441.5,137.8,68.8,204666.094,194.43278,Kolttaköngäs (S23),3,July2023
MP_6,[898,451],[4939,2481],pe,501,15155.3,214.6,89.9,545020.375,517.76934,Kolttaköngäs (S23),3,July2023
MP_7,[1449,1716],[7970,9438],pe,183,5535.8,134.4,52.5,116157.039,110.34919,Kolttaköngäs (S23),3,July2023
MP_8,[1521,910],[8366,5005],pe,72,2178,76,36.5,31774.008,30.18531,Kolttaköngäs (S23),3,July2023
MP_9,[480,692],[2640,3806],pp,57,1724.3,61.3,35.8,24695.518,23.46074,Kolttaköngäs (S23),3,July2023
MP_10,[543,484],[2987,2662],pp,214,6473.5,163.9,50.3,130253.844,123.74115,Kolttaköngäs (S23),3,July2023
MP_11,[597,2019],[3284,11105],pp,764,23111,228,129,1192864.875,1133.22163,Kolttaköngäs (S23),3,July2023
MP_12,[582,1646],[3201,9053],pp,1911,57807.8,423.3,173.9,4020374,3819.35525,Kolttaköngäs (S23),3,July2023
MP_13,[611,483],[3361,2657],pp,126,3811.5,115.4,42,64089.102,60.88464,Kolttaköngäs (S23),3,July2023
MP_14,[678,1678],[3729,9229],pp,2957,89449.3,635.5,179.2,6411966.5,6091.368,Kolttaköngäs (S23),3,July2023
MP_15,[1094,618],[6017,3399],pp,528,15972,225.8,90.1,575503.063,546.72788,Kolttaköngäs (S23),3,July2023
MP_16,[1452,1000],[7986,5500],pp,206,6231.5,164.7,48.2,120067.875,114.06448,Kolttaköngäs (S23),3,July2023
MP_17,[1640,2114],[9020,11627],pp,45,1361.3,66.2,26.2,14245.033,13.53278,Kolttaköngäs (S23),3,July2023
MP_18,[1817,917],[9994,5044],pp,351,10617.8,195.3,69.2,294023.531,279.32234,Kolttaköngäs (S23),3,July2023
MP_19,[553,1737],[3042,9554],pp,109,3297.3,76.7,54.7,72175.945,68.56715,Kolttaköngäs (S23),3,July2023
MP_20,[576,1646],[3168,9053],pp,22,665.5,62.1,13.6,3630.723,3.44919,Kolttaköngäs (S23),3,July2023
MP_21,[584,1653],[3212,9092],pp,46,1391.5,74.1,23.9,13313.593,12.64791,Kolttaköngäs (S23),3,July2023
MP_22,[624,477],[3432,2624],pp,52,1573,68,29.5,18540.703,17.61367,Kolttaköngäs (S23),3,July2023
MP_23,[1506,1598],[8283,8789],pp,48,1452,78.4,23.6,13704,13.0188,Kolttaköngäs (S23),3,July2023
MP_24,[1824,1345],[10032,7398],pp,250,7562.5,170.8,56.4,170507.281,161.98192,Kolttaköngäs (S23),3,July2023
MP_25,[591,1637],[3251,9004],pp,5,151.3,17.8,10.8,654.607,0.62188,Kolttaköngäs (S23),3,July2023
MP_26,[696,1745],[3828,9598],pp,143,4325.8,100.2,55,95134.656,90.37792,Kolttaköngäs (S23),3,July2023
MP_27,[1309,2082],[7200,11451],pp,61,1845.3,55.8,42.1,31102.016,29.54691,Kolttaköngäs (S23),3,July2023
MP_1,[425,787],[2338,4329],pa,114,3448.5,91.8,47.8,66003.109,75.24355,Kirakkakoski (S24),1,July2023
MP_2,[917,1253],[5044,6892],pe,791,23927.8,237.3,128.4,1228965,1167.51675,Kirakkakoski (S24),1,July2023
MP_3,[912,1876],[5016,10318],pe,51,1542.8,73.2,26.8,16562.828,15.73469,Kirakkakoski (S24),1,July2023
MP_4,[1072,1834],[5896,10087],pe,721,21810.3,253.7,109.5,954927.625,907.18125,Kirakkakoski (S24),1,July2023
MP_5,[1362,893],[7491,4912],pe,45,1361.3,75.7,22.9,12468.928,11.84548,Kirakkakoski (S24),1,July2023
MP_6,[1468,2099],[8074,11545],pe,107,3236.8,80,51.5,66664.93,63.33168,Kirakkakoski (S24),1,July2023
MP_7,[989,1555],[5440,8553],pp,161,4870.3,124.7,49.7,96891.867,92.04727,Kirakkakoski (S24),1,July2023
MP_8,[562,712],[3091,3916],pp,47,1421.8,49.1,36.8,20945.871,19.89858,Kirakkakoski (S24),1,July2023
MP_9,[1727,1479],[9499,8135],pp,18,544.5,35.1,19.7,4299.63,4.08465,Kirakkakoski (S24),1,July2023
MP_1,[229,1182],[1260,6501],pe,338,10224.5,198.3,65.7,268526.531,255.1002,Kirakkakoski (S24),2,July2023
MP_2,[308,1068],[1694,5874],pp,71,2147.8,68.3,40,34388.566,32.66914,Kirakkakoski (S24),2,July2023
MP_3,[810,738],[4455,4059],pp,51,1542.8,66.6,29.5,18195.006,17.28526,Kirakkakoski (S24),2,July2023
MP_4,[1007,497],[5539,2734],pp,110,3327.5,100.4,42.2,56179.273,53.37031,Kirakkakoski (S24),2,July2023
MP_5,[1135,1466],[6243,8063],pp,39,1179.8,61.3,24.5,11561.06,10.98301,Kirakkakoski (S24),2,July2023
MP_6,[1561,650],[8586,3575],pp,479,14489.8,213,86.6,501943.469,476.84628,Kirakkakoski (S24),2,July2023
MP_7,[2005,871],[11028,4791],pp,224,6776,150.1,57.5,155742.141,147.95503,Kirakkakoski (S24),2,July2023
MP_8,[320,1075],[1760,5913],pp,71,2147.8,67,40.8,35068.363,33.31495,Kirakkakoski (S24),2,July2023
MP_9,[658,638],[3619,3509],pp,19,574.8,33,22.2,5098.168,4.84326,Kirakkakoski (S24),2,July2023
MP_10,[881,1034],[4846,5687],pp,37,1119.3,48.5,29.4,13166.594,12.50826,Kirakkakoski (S24),2,July2023
MP_11,[1562,1952],[8591,10736],pp,11,332.8,28.2,15,2001.291,1.90123,Kirakkakoski (S24),2,July2023
MP_1,[1306,1077],[7183,5924],pe,71,2147.8,84.4,32.4,27824.873,26.43363,Kirakkakoski (S24),3,July2023
MP_2,[1953,1744],[10742,9592],pe,381,11525.3,173.1,84.8,390736.063,371.19925,Kirakkakoski (S24),3,July2023
MP_3,[1029,2094],[5660,11517],pp,230,6957.5,138.6,63.9,177871.953,168.97836,Kirakkakoski (S24),3,July2023
MP_4,[1155,1797],[6353,9884],pp,239,7229.8,171.5,53.7,155221.953,147.46086,Kirakkakoski (S24),3,July2023
MP_5,[1155,1299],[6353,7145],pp,39,1179.8,66.6,22.5,10639.986,10.10799,Kirakkakoski (S24),3,July2023
MP_6,[393,1140],[2162,6270],pp,52,1573,61.2,32.7,20597.076,19.56722,Kirakkakoski (S24),3,July2023
MP_7,[1013,1087],[5572,5979],pp,41,1240.3,49.1,32.1,15939.342,15.14238,Kirakkakoski (S24),3,July2023
MP_8,[1463,1518],[8047,8349],pp,31,937.8,41.6,28.7,10777.274,10.23841,Kirakkakoski (S24),3,July2023
